"DATES"	"MOMENT"	"TQR"	"RPE"	"DURATION"	"SLEEP"	"PERSON_ID"	"ID"	"TQR_OF_RPE"
11-MAR-12	"A"			0		17	41302	
11-MAR-12	"O"			0	9	17	41303	
12-MAR-12	"A"	13	14	87		17	41304	
12-MAR-12	"O"			0	9	17	41305	
13-MAR-12	"A"	7	17	70		17	41306	
13-MAR-12	"O"			0	8	17	41307	
14-MAR-12	"A"			0		17	41308	
14-MAR-12	"O"			0	5	17	41309	
15-MAR-12	"A"	13	12	50		17	41310	
15-MAR-12	"O"			0	7	17	41311	
16-MAR-12	"A"			0		17	41312	
16-MAR-12	"O"			0	6	17	41313	
17-MAR-12	"A"			0		17	41314	
17-MAR-12	"O"			0	9	17	41315	
18-MAR-12	"A"			0		17	41316	
18-MAR-12	"O"			0	8	17	41317	
19-MAR-12	"A"			0		17	41318	
19-MAR-12	"O"			0	8	17	41319	
20-MAR-12	"A"	14	16	60		17	41320	
20-MAR-12	"O"			0	8	17	41321	
21-MAR-12	"A"	11	12	60		17	41322	
21-MAR-12	"O"			0	8	17	41323	
22-MAR-12	"A"	14	16	110		17	41324	
22-MAR-12	"O"			0	8	17	41325	
23-MAR-12	"A"			0		17	41326	
23-MAR-12	"O"			0	7	17	41327	
24-MAR-12	"A"			0		17	41328	
24-MAR-12	"O"	7	17	60	4	17	41329	
25-MAR-12	"A"			0		17	41330	
25-MAR-12	"O"	16	18	130	4	17	41331	
26-MAR-12	"A"	13	15	45		17	41332	
26-MAR-12	"O"			0	5	17	41333	
27-MAR-12	"A"			0		17	41334	
27-MAR-12	"O"			0	10	17	41335	
28-MAR-12	"A"			0		17	41336	
28-MAR-12	"O"	10	12	45	4	17	41337	
29-MAR-12	"A"	12	11	50		17	41338	
29-MAR-12	"O"			0	4	17	41339	
30-MAR-12	"A"			0		17	41340	
30-MAR-12	"O"	6	13	20	4	17	41341	
31-MAR-12	"A"			0		17	41342	
31-MAR-12	"O"	12	16	35	7	17	41343	
01-APR-12	"A"			0		17	41344	
01-APR-12	"O"	14	16	80	8	17	41345	
02-APR-12	"A"	12	13	35		17	41346	
02-APR-12	"O"			0	9	17	41347	
03-APR-12	"A"	15	17	60		17	41348	
03-APR-12	"O"	13	14	45	10	17	41349	
04-APR-12	"A"	14	11	60		17	41350	
04-APR-12	"O"	14	14	30	9	17	41351	
05-APR-12	"A"	15	17	120		17	41352	
05-APR-12	"O"	14	12	0	9	17	41353	
06-APR-12	"A"	15	10	82		17	41354	
06-APR-12	"O"			0	9	17	41355	
07-APR-12	"A"	16	17	200		17	41356	
07-APR-12	"O"			0	10	17	41357	
08-APR-12	"A"			0		17	41358	
08-APR-12	"O"			0	7	17	41359	
09-APR-12	"A"	17	18	180		17	41360	
09-APR-12	"O"			0	8	17	41361	
10-APR-12	"A"	17	18	120		17	41362	
10-APR-12	"O"	15	10	45	9	17	41363	
11-APR-12	"A"	16	14	60		17	41364	
11-APR-12	"O"	16	12	70	9	17	41365	
12-APR-12	"A"	17	18	120		17	41366	
12-APR-12	"O"	17	11	30	9	17	41367	
13-APR-12	"A"	16	12	47		17	41368	
13-APR-12	"O"			0	8	17	41369	
14-APR-12	"A"			0		17	41370	
14-APR-12	"O"	17	18	120	8	17	41371	
15-APR-12	"A"	17	12	97		17	41372	
15-APR-12	"O"			0	8	17	41373	
16-APR-12	"A"	16	15	60		17	41374	
16-APR-12	"O"	16	11	32	9	17	41375	
17-APR-12	"A"	12	18	120		17	41376	
17-APR-12	"O"			0	9	17	41377	
18-APR-12	"A"	15	14	70		17	41378	
18-APR-12	"O"			0	9	17	41379	
19-APR-12	"A"	17	12	0		17	41380	
19-APR-12	"O"	17	11	41	7	17	41381	
20-APR-12	"A"	12	13	35	2	17	41382	
20-APR-12	"O"			0	4	17	41383	
21-APR-12	"A"	16	12	60		17	41384	
21-APR-12	"O"	14	11	100	9	17	41385	
22-APR-12	"A"	17	11	58		17	41386	
22-APR-12	"O"	17	16	120	9	17	41387	
23-APR-12	"A"	16	13	100		17	41388	
23-APR-12	"O"	17	11	41	9	17	41389	
24-APR-12	"A"	17	8	60		17	41390	
24-APR-12	"O"	17	19	120	9	17	41391	
25-APR-12	"A"	16	14	50		17	41392	
25-APR-12	"O"	16	14	70	9	17	41393	
26-APR-12	"A"			0		17	41394	
26-APR-12	"O"	15	16	100	8	17	41395	
27-APR-12	"A"			0		17	41396	
27-APR-12	"O"			0	9	17	41397	
28-APR-12	"A"			0		17	41398	
28-APR-12	"O"	18	18	120	9	17	41399	
29-APR-12	"A"			0		17	41400	
29-APR-12	"O"	17	12	80	9	17	41401	
	""						41402	
	""						41403	
	""						41404	
	""						41405	
	""						41406	
	""						41407	
	""						41408	
	""						41409	
	""						41410	
	""						41411	
	""						41412	
	""						41413	
	""						41414	
	""						41415	
	""						41416	
	""						41417	
	""						41418	
	""						41419	
	""						41420	
	""						41421	
	""						41422	
	""						41423	
	""						41424	
	""						41425	
	""						41426	
	""						41427	
	""						41428	
	""						41429	
	""						41430	
	""						41431	
	""						41432	
	""						41433	
	""						41434	
	""						41435	
	""						41436	
	""						41437	
	""						41438	
	""						41439	
	""						41440	
	""						41441	
	""						41442	
	""						41443	
	""						41444	
	""						41445	
	""						41446	
	""						41447	
	""						41448	
	""						41449	
	""						41450	
	""						41451	
	""						41452	
	""						41453	
	""						41454	
	""						41455	
	""						41456	
	""						41457	
	""						41458	
	""						41459	
	""						41460	
	""						41461	
	""						41462	
	""						41463	
	""						41464	
	""						41465	
	""						41466	
	""						41467	
	""						41468	
	""						41469	
	""						41470	
	""						41471	
	""						41472	
	""						41473	
	""						41474	
	""						41475	
	""						41476	
	""						41477	
	""						41478	
	""						41479	
	""						41480	
	""						41481	
	""						41482	
	""						41483	
	""						41484	
	""						41485	
	""						41486	
	""						41487	
	""						41488	
	""						41489	
	""						41490	
	""						41491	
	""						41492	
	""						41493	
	""						41494	
	""						41495	
	""						41496	
14-FEB-12	"A"	17	17	100		17	41250	
	""						41497	
	""						41498	
	""						41499	
	""						41500	
	""						41501	
	""						41502	
	""						41503	
	""						41504	
	""						41505	
	""						41506	
	""						41507	
	""						41508	
	""						41509	
	""						41510	
	""						41511	
	""						41512	
	""						41513	
	""						41514	
	""						41515	
	""						41516	
	""						41517	
	""						41518	
	""						41519	
	""						41520	
	""						41521	
	""						41522	
	""						41523	
	""						41524	
	""						41525	
	""						41526	
	""						41527	
	""						41528	
	""						41529	
	""						41530	
	""						41531	
	""						41532	
	""						41533	
	""						41534	
	""						41535	
	""						41536	
	""						41537	
	""						41538	
	""						41539	
	""						41540	
	""						41541	
	""						41542	
	""						41543	
	""						41544	
	""						41545	
25-OCT-11	"O"	9	11	40	7	17	41027	
26-OCT-11	"A"	8	14	100		17	41028	
26-OCT-11	"O"	9	11	50	8	17	41029	
27-OCT-11	"A"	9	16	120		17	41030	
27-OCT-11	"O"				2	17	41031	
28-OCT-11	"A"					17	41032	
28-OCT-11	"O"				4	17	41033	
29-OCT-11	"A"					17	41034	
29-OCT-11	"O"	9	17	120	7	17	41035	
30-OCT-11	"A"	12	12	80		17	41036	
30-OCT-11	"O"				7	17	41037	
31-OCT-11	"A"	12	15	50		17	41038	
31-OCT-11	"O"				6	17	41039	
01-NOV-11	"A"	16	17	70		17	41040	
01-NOV-11	"O"	16	12	40	7	17	41041	
02-NOV-11	"A"	14	15	120		17	41042	
02-NOV-11	"O"				6	17	41043	
03-NOV-11	"A"	16	16	120		17	41044	
03-NOV-11	"O"				9	17	41045	
04-NOV-11	"A"	16	10	60		17	41046	
04-NOV-11	"O"	15	11	90	9	17	41047	
05-NOV-11	"A"	17	17	120	9	17	41048	
05-NOV-11	"O"				9	17	41049	
06-NOV-11	"A"	16	13	75		17	41050	
06-NOV-11	"O"				8	17	41051	
07-NOV-11	"A"	17	13	65		17	41052	
07-NOV-11	"O"				9	17	41053	
08-NOV-11	"A"	14	18	120		17	41054	
08-NOV-11	"O"	15	10	45	9	17	41055	
09-NOV-11	"A"	14	15	120		17	41056	
09-NOV-11	"O"	15	11	50	7	17	41057	
10-NOV-11	"A"	17	17	120		17	41058	
10-NOV-11	"O"	16	11	40	8	17	41059	
11-NOV-11	"A"	17	11	60		17	41060	
11-NOV-11	"O"				8	17	41061	
12-NOV-11	"A"	17	11	60		17	41062	
12-NOV-11	"O"	15	17	120	7	17	41063	
13-NOV-11	"A"					17	41064	
13-NOV-11	"O"	14	12	86	8	17	41065	
14-NOV-11	"A"					17	41066	
14-NOV-11	"O"				9	17	41067	
15-NOV-11	"A"	15	18	120		17	41068	
15-NOV-11	"O"	13	12	40	9	17	41069	
16-NOV-11	"A"	16	14	90		17	41070	
16-NOV-11	"O"	18	11	53	10	17	41071	
17-NOV-11	"A"	17	16	120		17	41072	
17-NOV-11	"O"	16	11	80	10	17	41073	
18-NOV-11	"A"	17	11	80		17	41074	
18-NOV-11	"O"	16	13	20	9	17	41075	
19-NOV-11	"A"					17	41076	
19-NOV-11	"O"	15	16	90	9	17	41077	
20-NOV-11	"A"					17	41078	
20-NOV-11	"O"				11	17	41079	
21-NOV-11	"A"	14	13	50		17	41080	
21-NOV-11	"O"				9	17	41081	
22-NOV-11	"A"	16	18	90		17	41082	
22-NOV-11	"O"				9	17	41083	
23-NOV-11	"A"	18	13	90		17	41084	
23-NOV-11	"O"	18	11	50	9	17	41085	
24-NOV-11	"A"	18	17	120		17	41086	
24-NOV-11	"O"				8	17	41087	
25-NOV-11	"A"					17	41088	
25-NOV-11	"O"	17	11	40	8	17	41089	
26-NOV-11	"A"	18	10	50		17	41090	
26-NOV-11	"O"				8	17	41091	
27-NOV-11	"A"	18	19	120		17	41092	
27-NOV-11	"O"				8	17	41093	
28-NOV-11	"A"	19	11	85		17	41094	
28-NOV-11	"O"				9	17	41095	
29-NOV-11	"A"	18	14	100		17	41096	
29-NOV-11	"O"				9	17	41097	
30-NOV-11	"A"	18	15	90		17	41098	
30-NOV-11	"O"	17	11	50	8	17	41099	
01-DEC-11	"A"	18	18	120		17	41100	
01-DEC-11	"O"	16	12	40	9	17	41101	
02-DEC-11	"A"	17	13	40		17	41102	
02-DEC-11	"O"	16	11	40	8	17	41103	
03-DEC-11	"A"					17	41104	
03-DEC-11	"O"	16	19	180	8	17	41105	
04-DEC-11	"A"					17	41106	
04-DEC-11	"O"				9	17	41107	
05-DEC-11	"A"	17	14	60		17	41108	
05-DEC-11	"O"	16	12	40	9	17	41109	
06-DEC-11	"A"	17	16	130		17	41110	
06-DEC-11	"O"	16	11	40	8	17	41111	
07-DEC-11	"A"	17	14	90		17	41112	
07-DEC-11	"O"	17	11	45	8	17	41113	
08-DEC-11	"A"	18	10	120		17	41114	
08-DEC-11	"O"	17	11	40	8	17	41115	
09-DEC-11	"A"	18	12	60		17	41116	
09-DEC-11	"O"				9	17	41117	
10-DEC-11	"A"					17	41118	
10-DEC-11	"O"	9	15	130	9	17	41119	
11-DEC-11	"A"					17	41120	
11-DEC-11	"O"	14	13	90	10	17	41121	
12-DEC-11	"A"	17	17	70		17	41122	
12-DEC-11	"O"				9	17	41123	
13-DEC-11	"A"	15	14	120		17	41124	
13-DEC-11	"O"				11	17	41125	
14-DEC-11	"A"	16	13	90		17	41126	
14-DEC-11	"O"	14	12	60	5	17	41127	
15-DEC-11	"A"	12	17	130		17	41128	
15-DEC-11	"O"	16	11	40	6	17	41129	
16-DEC-11	"A"					17	41130	
16-DEC-11	"O"				5	17	41131	
17-DEC-11	"A"					17	41132	
17-DEC-11	"O"	17	17	200	8	17	41133	
18-DEC-11	"A"					17	41134	
18-DEC-11	"O"	15	14	90	7	17	41135	
19-DEC-11	"A"	18	13	60		17	41136	
19-DEC-11	"O"	17	11	40	8	17	41137	
20-DEC-11	"A"	15	19	120		17	41138	
20-DEC-11	"O"	16	11	70	7	17	41139	
21-DEC-11	"A"	16	13	90		17	41140	
21-DEC-11	"O"	16	11	60	7	17	41141	
22-DEC-11	"A"	17	16	120		17	41142	
22-DEC-11	"O"	17	10	40	8	17	41143	
23-DEC-11	"A"	17	11	65		17	41144	
23-DEC-11	"O"				8	17	41145	
24-DEC-11	"A"					17	41146	
24-DEC-11	"O"	10	15	45	9	17	41147	
25-DEC-11	"A"					17	41148	
25-DEC-11	"O"				8	17	41149	
26-DEC-11	"A"			0		17	41150	
26-DEC-11	"O"			0	9	17	41151	
27-DEC-11	"A"	17	15	90		17	41152	
27-DEC-11	"O"	16	11	40	8	17	41153	
28-DEC-11	"A"			0	3	17	41154	
28-DEC-11	"O"			0	4	17	41155	
29-DEC-11	"A"	15	14	60	10	17	41156	
29-DEC-11	"O"			0	8	17	41157	
30-DEC-11	"A"	17	14	110	10	17	41158	
30-DEC-11	"O"	17	10	45	9	17	41159	
31-DEC-11	"A"	17	10	45	10	17	41160	
31-DEC-11	"O"	16	15	120	8	17	41161	
01-JAN-12	"A"			0	3	17	41162	
01-JAN-12	"O"	16	13	75	6	17	41163	
02-JAN-12	"A"	17	12	120		17	41164	
02-JAN-12	"O"	17	10	45	9	17	41165	
03-JAN-12	"A"	18	17	130	10	17	41166	
03-JAN-12	"O"	17	9	33	8	17	41167	
04-JAN-12	"A"	16	14	130	10	17	41168	
04-JAN-12	"O"	16	12	60	7	17	41169	
05-JAN-12	"A"	17	17	100		17	41170	
05-JAN-12	"O"	15	9	30	8	17	41171	
06-JAN-12	"A"			0	10	17	41172	
06-JAN-12	"O"	15	14	135	8	17	41173	
07-JAN-12	"A"	17	17	110		17	41174	
07-JAN-12	"O"	15	9	32	8	17	41175	
08-JAN-12	"A"			0	10	17	41176	
08-JAN-12	"O"	17	15	90	8	17	41177	
09-JAN-12	"A"	16	14	120		17	41178	
09-JAN-12	"O"	17	10	45	8	17	41179	
10-JAN-12	"A"	11	18	100	2	17	41180	
10-JAN-12	"O"	17	10	40	9	17	41181	
11-JAN-12	"A"			0	3	17	41182	
11-JAN-12	"O"			0	9	17	41183	
12-JAN-12	"A"	17	18	120	2	17	41184	
12-JAN-12	"O"	12	13	30	8	17	41185	
13-JAN-12	"A"			0		17	41186	
13-JAN-12	"O"	17	13	110	8	17	41187	
14-JAN-12	"A"	16	15	80	10	17	41188	
14-JAN-12	"O"	18	10	35	8	17	41189	
15-JAN-12	"A"			0	2	17	41190	
15-JAN-12	"O"	17	13	90	8	17	41191	
16-JAN-12	"A"	17	12	120	10	17	41192	
16-JAN-12	"O"	18	11	60	8	17	41193	
17-JAN-12	"A"	17	18	130		17	41194	
17-JAN-12	"O"			0	8	17	41195	
18-JAN-12	"A"	17	13	130	10	17	41196	
18-JAN-12	"O"	16	11	60	8	17	41197	
19-JAN-12	"A"	17	17	130		17	41198	
19-JAN-12	"O"	16	11	33	8	17	41199	
20-JAN-12	"A"	17	12	120		17	41200	
20-JAN-12	"O"	17	11	45	8	17	41201	
21-JAN-12	"A"	19	15	90	2	17	41202	
21-JAN-12	"O"	18	10	45	7	17	41203	
22-JAN-12	"A"			0		17	41204	
22-JAN-12	"O"	17	13	75	8	17	41205	
23-JAN-12	"A"	17	17	100		17	41206	
23-JAN-12	"O"			0	8	17	41207	
24-JAN-12	"A"	17	15	130		17	41208	
24-JAN-12	"O"			0	9	17	41209	
25-JAN-12	"A"	17	13	120		17	41210	
25-JAN-12	"O"	17	10	55	8	17	41211	
26-JAN-12	"A"	13	8	45	10	17	41212	
26-JAN-12	"O"			0	5	17	41213	
27-JAN-12	"A"			0		17	41214	
27-JAN-12	"O"			0	8	17	41215	
28-JAN-12	"A"	15	10	40		17	41216	
28-JAN-12	"O"			0	8	17	41217	
29-JAN-12	"A"	17	18	100	10	17	41218	
29-JAN-12	"O"			0	10	17	41219	
30-JAN-12	"A"	17	13	90		17	41220	
30-JAN-12	"O"			0	9	17	41221	
31-JAN-12	"A"	17	18	90		17	41222	
31-JAN-12	"O"			0	9	17	41223	
01-FEB-12	"A"			0		17	41224	
01-FEB-12	"O"			0	7	17	41225	
02-FEB-12	"A"	16	12	70		17	41226	
02-FEB-12	"O"			0	10	17	41227	
03-FEB-12	"A"	12	15	70		17	41228	
03-FEB-12	"O"	15	12	40	8	17	41229	
04-FEB-12	"A"			0		17	41230	
04-FEB-12	"O"	15	10	60	9	17	41231	
05-FEB-12	"A"	14	10	40		17	41232	
05-FEB-12	"O"	14	6	180	10	17	41233	
06-FEB-12	"A"	14	14	70		17	41234	
06-FEB-12	"O"			0	9	17	41235	
07-FEB-12	"A"	13	19	110		17	41236	
07-FEB-12	"O"			0	9	17	41237	
08-FEB-12	"A"	13	14	60		17	41238	
08-FEB-12	"O"			0	9	17	41239	
09-FEB-12	"A"	15	8	40		17	41240	
09-FEB-12	"O"			0	9	17	41241	
10-FEB-12	"A"	17	11	40		17	41242	
10-FEB-12	"O"			0	10	17	41243	
11-FEB-12	"A"			0		17	41244	
11-FEB-12	"O"	17	18	100	9	17	41245	
12-FEB-12	"A"	17	13	45		17	41246	
12-FEB-12	"O"	16	10	60	7	17	41247	
13-FEB-12	"A"	15	14	70		17	41248	
13-FEB-12	"O"			0	9	17	41249	
04-JUN-13	"O"			0	6	17	40784	
05-JUN-13	"A"			0	5	17	40785	
05-JUN-13	"O"			0	6	17	40786	
06-JUN-13	"A"	15	18	90	0	17	40787	
06-JUN-13	"O"	16	14	45	7	17	40788	
07-JUN-13	"A"	16	19	120	0	17	40789	
07-JUN-13	"O"			0	8	17	40790	
08-JUN-13	"A"			0	0	17	40791	
08-JUN-13	"O"	15	15	60	8	17	40792	
09-JUN-13	"A"	18	19	120	0	17	40793	
09-JUN-13	"O"			0	9	17	40794	
10-JUN-13	"A"	15	15	105	0	17	40795	
10-JUN-13	"O"	13	13	45	9	17	40796	
11-JUN-13	"A"	15	16	130	0	17	40797	
11-JUN-13	"O"			0	8	17	40798	
12-JUN-13	"A"	16	12	30	0	17	40799	
12-JUN-13	"O"	15	13	30	7	17	40800	
13-JUN-13	"A"	16	15	125	0	17	40801	
13-JUN-13	"O"	15	13	60	6	17	40802	
14-JUN-13	"A"	13	17	150	0	17	40803	
14-JUN-13	"O"			0	4	17	40804	
15-JUN-13	"A"			0	0	17	40805	
15-JUN-13	"O"	17	17	90	6	17	40806	
16-JUN-13	"A"			0	0	17	40807	
16-JUN-13	"O"	16	14	90	8	17	40808	
17-JUN-13	"A"	16	18	90	0	17	40809	
17-JUN-13	"O"			0	8	17	40810	
18-JUN-13	"A"	14	19	120	0	17	40811	
18-JUN-13	"O"			0	8	17	40812	
19-JUN-13	"A"	12	14	35	0	17	40813	
19-JUN-13	"O"			0	7	17	40814	
20-JUN-13	"A"			0	0	17	40815	
20-JUN-13	"O"	13	14	60	7	17	40816	
21-JUN-13	"A"	12	13	50	0	17	40817	
21-JUN-13	"O"			0	8	17	40818	
22-JUN-13	"A"			0	0	17	40819	
22-JUN-13	"O"	13	18	120	7	17	40820	
23-JUN-13	"A"	17	16	100	0	17	40821	
23-JUN-13	"O"			0	8	17	40822	
24-JUN-13	"A"	16	12	90	0	17	40823	
24-JUN-13	"O"			0	7	17	40824	
25-JUN-13	"A"	15	13	40	0	17	40825	
25-JUN-13	"O"			0	7	17	40826	
26-JUN-13	"A"			0	0	17	40827	
26-JUN-13	"O"			0	7	17	40828	
27-JUN-13	"A"	16	16	100	0	17	40829	
27-JUN-13	"O"			0	8	17	40830	
28-JUN-13	"A"			0	0	17	40831	
28-JUN-13	"O"			0	8	17	40832	
29-JUN-13	"A"	16	12	40	0	17	40833	
29-JUN-13	"O"			0	9	17	40834	
30-JUN-13	"A"			0	0	17	40835	
30-JUN-13	"O"			0	7	17	40836	
01-JUL-13	"A"	15	13	120	0	17	40837	
01-JUL-13	"O"			0	4	17	40838	
02-JUL-13	"A"	16	15	130	0	17	40839	
02-JUL-13	"O"			0	8	17	40840	
03-JUL-13	"A"	17	13	75	0	17	40841	
03-JUL-13	"O"			0	8	17	40842	
04-JUL-13	"A"	18	16	125	0	17	40843	
04-JUL-13	"O"			0	9	17	40844	
05-JUL-13	"A"			0	0	17	40845	
05-JUL-13	"O"			0	9	17	40846	
06-JUL-13	"A"	17	13	45	0	17	40847	
06-JUL-13	"O"			0	9	17	40848	
07-JUL-13	"A"	17	18	120	0	17	40849	
07-JUL-13	"O"			0	9	17	40850	
08-JUL-13	"A"	16	13	50	0	17	40851	
08-JUL-13	"O"			0	9	17	40852	
09-JUL-13	"A"	18	16	130	0	17	40853	
09-JUL-13	"O"			0	9	17	40854	
10-JUL-13	"A"			0	2	17	40855	
10-JUL-13	"O"			0	9	17	40856	
11-JUL-13	"A"			0	0	17	40857	
11-JUL-13	"O"			0	8	17	40858	
12-JUL-13	"A"			0	0	17	40859	
12-JUL-13	"O"			0	9	17	40860	
13-JUL-13	"A"	16	17	180	0	17	40861	
13-JUL-13	"O"			0	8	17	40862	
14-JUL-13	"A"			0	0	17	40863	
14-JUL-13	"O"			0	8	17	40864	
15-JUL-13	"A"			25	0	17	40865	
15-JUL-13	"O"			20	8	17	40866	
16-JUL-13	"A"			0	0	17	40867	
16-JUL-13	"O"			0	8	17	40868	
17-JUL-13	"A"			0	0	17	40869	
17-JUL-13	"O"			0	8	17	40870	
18-JUL-13	"A"			0	8	17	40871	
18-JUL-13	"O"			0	8	17	40872	
19-JUL-13	"A"	17	10	50	0	17	40873	
19-JUL-13	"O"			0	8	17	40874	
20-JUL-13	"A"			0	0	17	40875	
20-JUL-13	"O"			0	8	17	40876	
21-JUL-13	"A"			0	0	17	40877	
21-JUL-13	"O"			0	6	17	40878	
22-JUL-13	"A"			0	0	17	40879	
22-JUL-13	"O"	17	13	38	9	17	40880	
23-JUL-13	"A"			0	0	17	40881	
23-JUL-13	"O"			0	0	17	40882	
24-JUL-13	""					17	40883	
24-JUL-13	""			273		17	40884	
25-JUL-13	""					17	40885	
25-JUL-13	""					17	40886	
26-JUL-13	""					17	40887	
26-JUL-13	""					17	40888	
27-JUL-13	""					17	40889	
27-JUL-13	""					17	40890	
28-JUL-13	""					17	40891	
28-JUL-13	""					17	40892	
29-JUL-13	""					17	40893	
29-JUL-13	""					17	40894	
30-JUL-13	""					17	40895	
30-JUL-13	""					17	40896	
31-JUL-13	""					17	40897	
31-JUL-13	""					17	40898	
01-AUG-13	""					17	40899	
01-AUG-13	""					17	40900	
02-AUG-13	""					17	40901	
02-AUG-13	""					17	40902	
03-AUG-13	""					17	40903	
03-AUG-13	""					17	40904	
04-AUG-13	""					17	40905	
04-AUG-13	""					17	40906	
05-AUG-13	""					17	40907	
05-AUG-13	""					17	40908	
06-AUG-13	""					17	40909	
06-AUG-13	""					17	40910	
07-AUG-13	""					17	40911	
07-AUG-13	""					17	40912	
08-AUG-13	""					17	40913	
08-AUG-13	""					17	40914	
09-AUG-13	""					17	40915	
09-AUG-13	""					17	40916	
10-AUG-13	""					17	40917	
10-AUG-13	""					17	40918	
11-AUG-13	""					17	40919	
11-AUG-13	""					17	40920	
12-AUG-13	""					17	40921	
12-AUG-13	""					17	40922	
13-AUG-13	""					17	40923	
13-AUG-13	""					17	40924	
14-AUG-13	""					17	40925	
14-AUG-13	""					17	40926	
15-AUG-13	""					17	40927	
15-AUG-13	""					17	40928	
16-AUG-13	""					17	40929	
16-AUG-13	""					17	40930	
17-AUG-13	""					17	40931	
17-AUG-13	""					17	40932	
18-AUG-13	""					17	40933	
18-AUG-13	""					17	40934	
19-AUG-13	""					17	40935	
19-AUG-13	""					17	40936	
20-AUG-13	""					17	40937	
20-AUG-13	""					17	40938	
21-AUG-13	""					17	40939	
21-AUG-13	""					17	40940	
22-AUG-13	""					17	40941	
22-AUG-13	""					17	40942	
23-AUG-13	""					17	40943	
23-AUG-13	""					17	40944	
24-AUG-13	""					17	40945	
24-AUG-13	""					17	40946	
25-AUG-13	""					17	40947	
25-AUG-13	""					17	40948	
26-AUG-13	""					17	40949	
26-AUG-13	""					17	40950	
27-AUG-13	""					17	40951	
27-AUG-13	""					17	40952	
28-AUG-13	""					17	40953	
28-AUG-13	""					17	40954	
29-AUG-13	""					17	40955	
29-AUG-13	""					17	40956	
30-AUG-13	""					17	40957	
30-AUG-13	""					17	40958	
31-AUG-13	""					17	40959	
31-AUG-13	""					17	40960	
01-SEP-13	""					17	40961	
01-SEP-13	""					17	40962	
02-SEP-13	""					17	40963	
02-SEP-13	""					17	40964	
03-SEP-13	""					17	40965	
03-SEP-13	""					17	40966	
04-SEP-13	""					17	40967	
04-SEP-13	""					17	40968	
05-SEP-13	""					17	40969	
05-SEP-13	""					17	40970	
06-SEP-13	""					17	40971	
28-SEP-11	"A"	15	15	120	8	17	40972	
28-SEP-11	"O"	17	17	30	9	17	40973	
29-SEP-11	"A"	15	16	130	8	17	40974	
29-SEP-11	"O"	16	11	45	8	17	40975	
30-SEP-11	"A"	16	16	70	8	17	40976	
30-SEP-11	"O"	15	10	45	9	17	40977	
01-OCT-11	"A"					17	40978	
01-OCT-11	"O"	14	11	60	5	17	40979	
02-OCT-11	"A"					17	40980	
02-OCT-11	"O"	10	10	90	8	17	40981	
03-OCT-11	"A"					17	40982	
03-OCT-11	"O"	10	11	60	9	17	40983	
04-OCT-11	"A"	9	15	70	8	17	40984	
04-OCT-11	"O"	9	9	45	9	17	40985	
05-OCT-11	"A"	8	12	120	9	17	40986	
05-OCT-11	"O"	8	11	75	9	17	40987	
06-OCT-11	"A"	10	17	100	9	17	40988	
06-OCT-11	"O"	9	10	45	9	17	40989	
07-OCT-11	"A"					17	40990	
07-OCT-11	"O"	11	13	65	9	17	40991	
08-OCT-11	"A"					17	40992	
08-OCT-11	"O"	10	9	45	9	17	40993	
09-OCT-11	"A"					17	40994	
09-OCT-11	"O"	10	18	120	8	17	40995	
10-OCT-11	"A"	13	14	180	8	17	40996	
10-OCT-11	"O"	12	12	35	9	17	40997	
11-OCT-11	"A"	13	15	100	9	17	40998	
11-OCT-11	"O"	13	13	35	9	17	40999	
12-OCT-11	"A"	14	15	60	9	17	41000	
12-OCT-11	"O"					17	41001	
13-OCT-11	"A"	10	16	110	9	17	41002	
13-OCT-11	"O"					17	41003	
14-OCT-11	"A"	9	12	65		17	41004	
14-OCT-11	"O"				9	17	41005	
15-OCT-11	"A"					17	41006	
15-OCT-11	"O"	9	17	210	9	17	41007	
16-OCT-11	"A"	9	12	80		17	41008	
16-OCT-11	"O"				9	17	41009	
17-OCT-11	"A"	9	12	60		17	41010	
17-OCT-11	"O"				11	17	41011	
18-OCT-11	"A"	10	18	120		17	41012	
18-OCT-11	"O"	10	11	40	9	17	41013	
19-OCT-11	"A"	9	12	120		17	41014	
19-OCT-11	"O"	10	11	50	7	17	41015	
20-OCT-11	"A"	8	16	120		17	41016	
20-OCT-11	"O"	10	11	40	9	17	41017	
21-OCT-11	"A"	12	12	50		17	41018	
21-OCT-11	"O"	11	11	45	3	17	41019	
22-OCT-11	"A"	9	12	0		17	41020	
22-OCT-11	"O"	8	18	180	9	17	41021	
23-OCT-11	"A"	9	12	90		17	41022	
23-OCT-11	"O"				9	17	41023	
24-OCT-11	"A"	8	12	65		17	41024	
24-OCT-11	"O"				9	17	41025	
25-OCT-11	"A"	9	18	120		17	41026	
13-FEB-13	"A"	16	12	60	0	17	40561	
13-FEB-13	"O"	17	12	45	8	17	40562	
14-FEB-13	"A"	17	15	94	0	17	40563	
14-FEB-13	"O"			0	8	17	40564	
15-FEB-13	"A"			0	0	17	40565	
15-FEB-13	"O"	15	12	45	8	17	40566	
16-FEB-13	"A"			0	0	17	40567	
16-FEB-13	"O"	17	19	80	9	17	40568	
17-FEB-13	"A"			0	0	17	40569	
17-FEB-13	"O"	16	11	80	10	17	40570	
18-FEB-13	"A"			0	0	17	40571	
18-FEB-13	"O"			0	9	17	40572	
19-FEB-13	"A"	14	16	40	0	17	40573	
19-FEB-13	"O"			0	9	17	40574	
